id,predicted_price
9117000170,289529.0
6700390210,271933.0
7212660540,255289.0
8562780200,349140.0
7760400350,236294.0
464001025,744966.0
3432500486,322717.0
1126059095,588225.0
3876500290,190916.0
1865400075,327396.0
2558690150,480918.0
7154200070,867620.0
4139490210,1159286.0
9264901040,263490.0
4273000095,282478.0
8691410310,733919.0
6601200020,264851.0
8663260030,468254.0
7016300050,421282.0
7968460240,253227.0
3918400017,378494.0
4046500270,430337.0
7849202296,364894.0
8585400135,588176.0
6163900411,269565.0
2558640110,477078.0
9834200885,515279.0
3876600120,222666.0
8691330260,816059.0
5416500980,430078.0
809002610,582992.0
1778500595,692369.0
1220000367,352619.0
7504020670,695690.0
3630110370,584196.0
2490200620,451290.0
1775801340,411204.0
1683600240,237095.0
1180002378,284036.0
7955050170,419800.0
7518507580,512748.0
1441600020,893486.0
5101408599,381895.0
1370803940,484814.0
3342700371,529527.0
3668000070,214169.0
8562720390,1039235.0
9835801000,260194.0
8856890020,302449.0
9324800025,356040.0
9257900010,448943.0
9136103026,533743.0
4213910030,397699.0
2923500010,642392.0
461002025,453949.0
9277700075,426110.0
7853361120,432681.0
1788700070,173413.0
5411600020,716712.0
1561900180,396374.0
3300701440,430153.0
7853230590,436959.0
3601800580,326144.0
1438000390,464676.0
8700100010,327338.0
7231501610,286789.0
3396200090,612832.0
1245500099,683883.0
9831200520,1337014.0
923000280,818886.0
739800250,249175.0
293760050,1044382.0
1088020070,674054.0
7853340960,471625.0
3819800580,422402.0
3211200460,388712.0
263000291,454374.0
3345100251,400208.0
2655500241,1615622.0
7454001280,265928.0
984200690,308902.0
5332200515,996567.0
7973202225,269238.0
4340610080,294740.0
269000221,800739.0
2420069251,134585.0
2225039130,1064826.0
3904100065,272968.0
7625702263,401926.0
4140090240,510219.0
4037400295,560651.0
5016001285,736484.0
1972201772,532591.0
1310700210,311621.0
2622059138,243848.0
8651443420,257820.0
7287100035,391159.0
2459500310,285776.0
4232900310,1067982.0
8945000260,213616.0
1545806510,252523.0
6649900301,606292.0
5315100805,804799.0
7708200880,556988.0
7925100271,322397.0
6163901061,377190.0
3404700041,512642.0
161000120,765555.0
7649400170,611595.0
1529300115,471078.0
6918720100,608268.0
5244800915,701162.0
1560800150,508498.0
5191100180,711149.0
2923039017,380356.0
6204200470,483930.0
3832150190,260649.0
4385700185,839666.0
9407150100,273231.0
2044500213,420029.0
1623049133,282662.0
3625059166,450518.0
4389200796,1375969.0
7955050250,413677.0
9412400185,1032192.0
1926069054,418901.0
2425700005,746684.0
7215730430,760626.0
2287000030,763062.0
3862710200,425932.0
476000118,460565.0
2726049034,789296.0
3221079055,375048.0
3127200041,552151.0
937000280,236574.0
4083802425,628269.0
7199340480,472006.0
1953400045,314648.0
7697000150,286421.0
7338200240,450420.0
6021503451,465609.0
3630200460,633776.0
687600110,978909.0
6788200596,1228512.0
3205400140,389021.0
4037200075,524754.0
7695470120,575555.0
7202290180,431596.0
6159400060,400752.0
3830630060,266574.0
1774200230,626346.0
8856500120,330145.0
2329800240,280702.0
4307330120,327553.0
3629970680,470678.0
4309700190,726798.0
3062600050,627162.0
5538300460,459501.0
3278600900,381491.0
2414600195,257419.0
1786630160,358391.0
8594400370,265958.0
226059120,481260.0
5379804537,286938.0
4046500140,353726.0
822039111,630798.0
1786830060,599923.0
9290850060,781214.0
395300330,359576.0
2472930270,446581.0
5029000120,439038.0
1818800144,761427.0
1646500785,581058.0
1231000640,345164.0
789000550,451707.0
7625703007,353173.0
5583200810,474975.0
192300020,397849.0
3332000715,418270.0
5742600090,460823.0
623049047,392206.0
9557300570,533376.0
7853321180,449526.0
5416510490,420829.0
7227500450,228693.0
5637200450,631283.0
6371000100,462638.0
952005000,480921.0
1924059248,1430391.0
7855000325,1016647.0
194000145,736330.0
5135000160,860700.0
3023049215,521349.0
4104500181,1817728.0
4188000240,700422.0
2896000710,571575.0
4039700090,749945.0
5253300397,418181.0
3874400380,358610.0
3352400004,187838.0
6112300140,489538.0
6430500010,627644.0
5113400168,650326.0
192450200,269685.0
1245000685,1050691.0
4055700920,706844.0
5589300205,349793.0
1015000050,716388.0
6146600420,208689.0
2755200040,487692.0
3622059157,291141.0
9325200160,595152.0
2767900355,566022.0
303800020,440915.0
1796360990,219710.0
2721600010,843361.0
7625703354,410248.0
9268851680,543122.0
3740000010,574080.0
4058801575,527017.0
2639400020,688334.0
9492500090,778296.0
7436500060,615773.0
6666860170,349919.0
7841300505,393140.0
9169600209,747274.0
125059178,545193.0
6096500105,766123.0
2770604103,465365.0
1138000830,340485.0
8807300570,365095.0
7878400135,343763.0
3971700390,360739.0
5430300171,537018.0
5422560470,511327.0
3226059071,430284.0
1873100050,683344.0
3835500005,919640.0
1424130050,1578870.0
4423100095,731680.0
1753500100,284213.0
1158700100,639261.0
1760650750,314713.0
5379806185,293960.0
8658301535,307306.0
4397000020,420966.0
2009000830,456913.0
9178600360,720592.0
1922069071,395788.0
7883600700,208564.0
982850010,363228.0
6204420070,388691.0
2525049259,1977586.0
200510060,720893.0
2391602650,452332.0
5680001095,607408.0
1723049270,370037.0
476000331,481476.0
5379804470,312553.0
7203601405,206743.0
9485760050,293748.0
3278611600,396035.0
3904930240,521323.0
797000256,249383.0
7298040310,617034.0
865100055,821377.0
5726500130,511215.0
7559600430,646728.0
3699100130,540157.0
7215420590,483696.0
1257201130,850034.0
740500040,272690.0
9578501030,390140.0
3211000040,267891.0
2895800780,287295.0
844000425,212315.0
4221250120,563098.0
7635800313,309828.0
8651710430,463460.0
6804600720,471932.0
345700180,261729.0
269000240,990375.0
3834000520,326753.0
2200500350,420935.0
2641800060,216810.0
5469502860,410158.0
1370803820,563619.0
8731981500,308320.0
5309101395,438791.0
3678900450,551057.0
428000225,309013.0
1423700680,287496.0
1525059215,1042834.0
5104512180,472426.0
1233100351,368811.0
7202300110,896351.0
6448000090,1596663.0
1939130730,611850.0
7015200335,1510283.0
3211000190,326924.0
4127000050,246267.0
3305100230,983514.0
2223059052,281662.0
2877101031,490722.0
8587400050,696898.0
9407100300,268981.0
7853340860,426272.0
461002615,657600.0
1370801440,1356485.0
2473450870,390804.0
8056000075,832023.0
2338800100,581665.0
3885803895,570698.0
1796350080,227064.0
2581900060,636932.0
7849200945,307044.0
3619600143,696629.0
603000926,383938.0
1545804860,265661.0
2201500030,498098.0
2807100156,303048.0
7137950350,291026.0
2892700041,275267.0
1818800235,1106657.0
4242900245,562078.0
1939110080,640792.0
2726049169,465677.0
8732020770,321882.0
1520069052,321613.0
2919200280,614186.0
1388600070,239738.0
269000070,643270.0
7752000065,513156.0
1824079073,942691.0
6450302546,267106.0
2862500070,834124.0
926069132,527934.0
7899800864,266881.0
9407150360,315377.0
1311900240,232419.0
3438503223,370269.0
6610000591,941174.0
7129301851,288447.0
7748000020,697925.0
6705850020,768490.0
7853361410,544104.0
3293700496,364300.0
546000045,415544.0
9545250110,623720.0
993001629,411256.0
6817800840,415789.0
4045800030,574382.0
8113100850,344597.0
2902200237,468928.0
7156200005,440903.0
7611200136,920509.0
9412200330,396128.0
7617500075,495382.0
8150600195,396846.0
3438501862,354636.0
7212680460,364164.0
1250202255,496460.0
7137300040,722328.0
6126500060,429379.0
7129301578,634306.0
8820902200,889322.0
2616700520,262871.0
2155000290,473587.0
3797710010,297132.0
1775800220,388063.0
9547202950,486642.0
9264921140,285517.0
9276200455,667732.0
3352401476,206343.0
7853302180,465919.0
9202650210,582174.0
8029510010,351937.0
985000950,188528.0
4206901155,737978.0
2473420170,317500.0
7694200350,442078.0
9335400005,336728.0
1726059053,363952.0
3388100020,245889.0
7977200945,427028.0
5637500094,557797.0
3575302562,362654.0
5700002325,536247.0
6749700063,366271.0
1109000175,366231.0
1231001130,426107.0
921049315,233070.0
6815100370,740103.0
1526059051,462372.0
5100403321,440344.0
6400700264,670220.0
4435600330,238744.0
8651400580,191678.0
4036801315,511436.0
414100280,304226.0
1180500100,303368.0
1504800097,381942.0
8835350230,579360.0
3438503140,285008.0
3876313030,482236.0
7526800040,609436.0
5415350480,680143.0
8682291940,458324.0
7399000350,304560.0
4038400130,449340.0
9103000715,1214210.0
9521101055,751514.0
726059485,444760.0
6413100242,468148.0
2946000912,222646.0
4154301371,330275.0
1086100100,509264.0
9320700400,276600.0
1545808560,279878.0
7806210250,258773.0
3319500317,373821.0
16000545,214514.0
8700500020,321074.0
2600030210,581345.0
7348200195,193829.0
7504000510,770894.0
7812800215,243578.0
8099800340,444397.0
952002250,414719.0
1921059303,310915.0
5631500594,396108.0
2968800645,261968.0
5649600266,374123.0
625049318,584949.0
4235400097,427329.0
2366400150,643767.0
6197200021,213801.0
3041700090,631589.0
1873100390,589288.0
3052700610,763984.0
6141600140,512556.0
726049202,284792.0
4364700595,286079.0
1250201165,459313.0
7923250090,1472387.0
1025039145,929903.0
8731982470,264865.0
6117500980,399255.0
6056100165,332853.0
5149300400,296706.0
5700001920,913318.0
2159900020,479225.0
7490000040,1964171.0
3524049042,372998.0
9169600096,567562.0
1724069062,806733.0
6892510200,334342.0
1322049150,190284.0
2324039036,478111.0
3491300082,763484.0
164000267,347321.0
3123039089,247926.0
1338800785,857690.0
8965400390,848278.0
3904940200,652334.0
8820903555,430038.0
5469502060,410771.0
8665900331,374189.0
6205500280,586911.0
7683900200,466777.0
6414100111,327798.0
8155830020,341938.0
1370804446,576625.0
9429400060,417636.0
9432900070,353869.0
567000392,348959.0
2011400782,230893.0
7100000110,324007.0
3304030220,422017.0
9540100025,392592.0
9536601331,394835.0
1525059165,845848.0
2144800311,310146.0
2113701200,192524.0
9265200060,660455.0
5608030020,767583.0
9834201215,289373.0
7853320470,463259.0
9378700200,382934.0
9541800190,1213526.0
5101400871,389627.0
8078600330,487821.0
2877101310,539082.0
7570050070,412976.0
6403310060,523991.0
1180007005,228077.0
2742100009,419859.0
6071400710,636630.0
2599700040,182637.0
5450900140,1144374.0
3693900155,866447.0
7298030210,503533.0
421000465,281252.0
6382500076,535670.0
4223000280,223702.0
7212652180,297511.0
5029451010,174869.0
203400090,737013.0
9136102680,549281.0
561000075,226776.0
2461900760,570778.0
823069044,1124510.0
7697920450,274501.0
9268710220,193539.0
2523039282,295562.0
8682230550,459618.0
4136900190,323944.0
1545803340,256114.0
2787320430,267481.0
111000190,177035.0
7857001560,322635.0
2028700570,519854.0
524059241,989754.0
9414500480,463922.0
1321720160,603913.0
7715801090,436521.0
3530400080,256993.0
2769600305,898293.0
4307310400,330446.0
1438700040,1036616.0
8078430360,509585.0
2597670470,334604.0
686400670,527342.0
2925079012,642619.0
7811100230,746407.0
2424059061,782603.0
8127700445,639251.0
8637100370,249897.0
8825900070,731595.0
5028602020,255877.0
688000017,612431.0
2592400170,456342.0
323089005,288985.0
2087700115,586255.0
1150000340,661009.0
3352400661,202593.0
2726079103,593519.0
6662400105,400607.0
1423069095,601431.0
6073300530,440987.0
7893203770,205994.0
809001060,1019488.0
3211600650,327946.0
705700580,329902.0
1180002075,220927.0
8732020720,305843.0
7215410320,457086.0
8691300380,729346.0
7740100015,660986.0
5634500201,415860.0
6918700370,555034.0
526059122,471715.0
9266701115,436904.0
625049299,482472.0
5634500392,523538.0
1442800370,225052.0
3629960600,379475.0
2329810590,296139.0
8129700255,721890.0
1066600090,489106.0
3329500730,217605.0
2862100205,555012.0
1523089012,292416.0
2131701240,299067.0
9268850030,442198.0
1561600095,875279.0
4045500130,284353.0
8035350010,567626.0
7518500855,533145.0
5101408593,508031.0
7856560380,659652.0
3818700123,480615.0
2391601195,1061025.0
3303870050,563281.0
1724069043,697084.0
375000230,615234.0
3876313260,412468.0
8682320090,608727.0
5566100205,545710.0
5100402767,398891.0
1560870040,401152.0
4037800020,487954.0
3353400120,189056.0
84000105,260472.0
4078300050,659130.0
415100015,341586.0
3971700330,413946.0
7230300610,340360.0
2623089002,581823.0
5104540240,589686.0
3362400511,478320.0
4457300135,661342.0
6795100563,532622.0
6338000032,571170.0
3362900810,559001.0
4449800595,519373.0
5113260170,250543.0
2821100125,671524.0
7518503200,462523.0
9429400170,416120.0
1232001070,497358.0
2767604580,512013.0
1022059123,263082.0
715010140,1372183.0
5423040140,580397.0
1785400780,503549.0
1245003660,572294.0
7520000330,276132.0
126049100,403364.0
1376800025,1226580.0
4136800205,232910.0
4046600070,802087.0
2325400170,365043.0
2366800055,237423.0
7852130410,450815.0
1118002000,2502775.0
3622059088,388799.0
9433000470,762688.0
8562400025,779400.0
3882300090,425755.0
1237500120,378668.0
5729200030,580137.0
7504020970,727537.0
2767704252,419620.0
1795700030,429007.0
6145602125,300976.0
3902600150,985252.0
2024059127,1004240.0
3127200021,968648.0
3362400431,539078.0
3955800080,415407.0
2025059026,1467486.0
1689401230,895941.0
2427910040,726681.0
1509500160,357315.0
2558160220,378255.0
4053200566,508077.0
8079040330,402541.0
3629970620,467013.0
3271800910,1458272.0
6181420200,344513.0
3629970610,458760.0
7237300090,329284.0
3879901285,851754.0
1624079051,580132.0
8564850300,499007.0
3126059023,1952123.0
9407000920,252456.0
7889601270,393920.0
3529000880,537795.0
9347900020,243581.0
7186800105,259435.0
1118000080,1650698.0
6300500515,309421.0
3935900030,817838.0
4036400110,372206.0
4037000925,634695.0
7300200550,596472.0
8078350100,591408.0
3623500135,677874.0
1951600150,268686.0
952004725,287698.0
9552701030,578608.0
2490200055,595498.0
2064800610,387872.0
945000410,387011.0
2595650170,334070.0
2781270400,222112.0
5500200010,457289.0
7853340660,390863.0
4003000285,600386.0
1822059331,262327.0
6623400187,252742.0
